4.1,3.84,7.94
9.52,7.1,16.62
5.79,0.71,6.5
6.23,8.34,14.57
6.54,3.0,9.54
3.83,7.27,11.1
9.81,2.55,12.36
1.43,2.05,3.48
4.87,6.5,11.37
5.79,1.2,6.99
0.64,3.44,4.08
6.47,2.85,9.32
1.48,3.19,4.67
0.4,3.38,3.78
7.7,5.86,13.56
6.59,4.35,10.94
3.37,4.27,7.64
3.07,6.26,9.33
1.24,5.4,6.64
4.85,8.73,13.58
5.11,3.41,8.52
4.39,5.4,9.79
0.08,7.88,7.96
6.09,5.29,11.38
